Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Cisco Certified Support Technician (CCST) Networking (100-150) Cert Prep,"The Cisco Certified Support Technician (CCST) Networking certification targets network professionals looking to build a comprehensive understanding of modern networking technologies and practices. This certification validates your skills and technical know-how with entry-level networking concepts and topics, including network operations, IP addressing, connecting network devices, media, network troubleshooting, and other fundamental protocols that enable network communications. An ideal fit for early-career IT pros, the CCST Networking certification is also the first step toward earning your official Cisco Certified Network Associate (CCNA) certification.",Course,2025-09-22 12:04 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2881066,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2881066,Course,2022-12-15 15:24 UTC,N/A,false,N/A,
Nano Tips for More Effective Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, peak performance researcher and behavioral strategist to Fortune 500 companies Shadé Zahrai shares quick tips for running more productive meetings. Shadé explains how to optimize meeting dynamics, maximize individual contributions, and strategically structure meetings for peak performance. Plus, learn how to continuously rate and improve your meetings.",Course,2026-01-09 02:55 UTC,N/A,false,N/A,
Cultivating Mental Agility,"In a fast-moving world full of rapid changes, we can't keep thinking the same old way. We have to challenge our ingrained thinking habits to become better and faster problem solvers and decision-makers, able to think strategically or tactically depending on what the situation calls for. Mental agility is what makes employees indispensable to companies and helps those companies stay relevant in the marketplace. In this course, Dorie Clark explains how to cultivate the mental agility required for a great career: from building resilience and learning from the past, to creating an organizational culture that thrives in the face of change.",Course,2025-07-25 09:58 UTC,2025-06-05 21:58 UTC,false,N/A,
Nano Tips for Effortless Influence with Shadé Zahrai,"Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, peak performance researcher and behavioral strategist to Fortune 500 companies Shadé Zahrai shows you how to exude effortless influence. She starts with outlining the basics of influence, followed by sharing key influence tactics—leveraging social proof, offering choices, and influencing with emotional intelligence. Shadé then takes it up a level with some pro-level influence techniques, explaining how to influence those with greater authority and how to sway skeptics.",Course,2025-12-31 22:08 UTC,N/A,false,N/A,
BGP Essential Training,"Learn the fundamentals of Border Gateway Protocol (BGP)—the only exterior routing protocol used to exchange networks on the Internet—and learn how to configure it. Join instructor Jarrel Rivera as he shows you what BGP is all about, how it differs from other routing protocols, its various parameters, and how you can configure and apply BGP to your network. Jarrel also runs a number of BGP demonstrations, so you can see the lessons in action as you go along.",Course,N/A,N/A,true,N/A,
Unconscious Bias (with Audio Descriptions),"<p>To some degree, we are all biased. Our experiences shape who we are, and our dimensions of diversity—race, ethnicity, gender, height, weight, sexual orientation, place of birth, and other factors—impact the lens through which we view the world. In this course, through compelling examples that explore the most common forms of unconscious bias and its implications, diversity expert Stacey Gordon teaches you to recognize and acknowledge your own biases when making decisions, engaging with colleagues, and working effectively in today's organizations. Stacey reveals the most common forms of unconscious bias—affinity bias, halo bias, perception bias, confirmation bias, and group think—and teaches you the skills to effectively address them.</p>
<p>Note: This course includes audio descriptions (AD). To view a version of this course without AD, see <a href=""https://www.linkedin.com/learning/unconscious-bias-14822310/why-identify-your-bias?u=104"" target=""_blank""><i>Unconscious Bias</i></a>.</p>",Course,2026-04-04 21:55 UTC,N/A,false,N/A,
Linux Security and Hardening Essential Training,"Linux is a cornerstone OS, particularly for servers and network management. In this course, instructor Scott Simpson outlines the essentials of successfully securing and hardening a Linux server. Explore practical ways to mitigate some of Linux’s most common security weaknesses, as Scott shares step-by-step instructions for protecting your systems against an attack. Applicable for anyone looking to learn more about how to secure a Linux server, this course is ideal for aspiring and early-career Linux system administrators and engineers.",Course,2025-10-24 18:07 UTC,N/A,false,N/A,
OpenAI ChatGPT: Creating Custom GPTs,"GPTs allow you to create custom versions of ChatGPT with their own instructions, knowledge retrieval, and actions for highly specialized and targeted functionality using natural language instructions and basic uploads. In this course you’ll learn how to harness the power of custom GPTs for everything from small personal tasks to large enterprise use cases.",Course,2025-07-09 14:19 UTC,N/A,false,N/A,
Nano Tips for Leading with Influence with Kim Kaupe,"<p>Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. Here, Kim Kaupe shows you how to lead with influence. Kim explains the difference between influence and authority and busts the myth that without a senior title, you have no control over what happens in the office. She provides tips on leading with positivity, asking good questions, and how you can step up and be seen as a leader. Kim highlights ways to think like an owner and influence others through service. Plus, she teaches you how to lead when you’re not in charge and how to learn from influential leaders. With these concise videos, you can make learning fit into even your busiest days!</p>

<p>This course was created by Kim Kaupe. We are pleased to host this training in our library.</p>",Course,2025-12-28 19:16 UTC,N/A,false,N/A,
How to Build a Secret Circle of Mentors,"Mentors play a crucial role in our lives. There are many different types of mentors you’ll encounter in your careers, and each will help you succeed in different ways. This audio-only course, adapted from the <i>Modern Mentor</i> podcast, identifies six types of “secret” mentors—people who can teach you critical skills from afar. Join Rachel Cooke as she defines various types of mentors, shares how you can seek them out, and explores what they can do to benefit your personal and professional life.


<br><br>

This course was created by Macmillan Publishers. We are pleased to offer this training in our library.",Course,2023-07-25 02:15 UTC,N/A,false,N/A,
Smart Brevity: The Power of Saying More with Less (Book Bite),"<p>Perhaps more than ever, brevity in communication is important. Being able to say more with less is a valuable skill in a world filled with short attention spans, limited space, and competition for eyeballs. Jim VandeHei, Mike Allen, and Roy Schwartz held brevity as a key value when they founded the media site Axios, where they focused on brief but impactful storytelling. They detailed this belief in their book, <i>Smart Brevity: The Power of Saying More with Less</i>. In this audiobook summary from Next Big Idea Club, co-author Mike Allen, shares some of the key insights from the book.
 </p><p>
This audiobook summary was created by Next Big Idea Club. We are pleased to host this content in our library.",Course,2025-10-30 03:19 UTC,2025-06-05 21:12 UTC,false,N/A,
Sustainable Employee Engagement,"At a time when burnout abounds, what can you do to keep your team engaged? In this course, author, educator, and coach Dr. Todd Dewett teaches you how to understand and build a highly engaged team and create sustained engagement. Todd has designed this content to help leaders at all levels, as well as individuals who aspire to lead. He addresses baseline issues like recognition and rewards, gamification, and removing pain points. Todd also focuses on higher-level tactics that lock in elevated levels of engagement and a few key practices that make engagement truly sustainable. He offers practical instruction and includes many actionable steps you can implement immediately to take your understanding of employee engagement to the next level.  
 <br><br>
Note: This course was created by Todd Dewett. We are pleased to host this training in our library.",Course,2024-10-22 19:39 UTC,N/A,false,N/A,
Learning Minitab (2021),"Dr. Richard Chua shows how to import and organize data; open, save, and share Minitab worksheets and projects; create graphs and charts; and use descriptive statistics and statistical tests in Minitab to make inferences and data-driven decisions. Then learn how to make inferences on continuous data—running normality tests, variance tests, correlations, and simple regression tests. Finally, discover how to share your findings with others using reports and simple copy-and-paste techniques. Start watching to learn why Minitab is one of the world's most popular statistical software tools.",Course,2025-02-02 17:06 UTC,N/A,true,N/A,
Hidden Genius: How Successful People Think (Book Bite),"<p>When we hear the word genius, we often think of some kind of extraordinary—perhaps even magical—human being. But what if genius isn’t an inherent quality but just a way of looking at the world—a way that you could learn to employ? In this audiobook summary, Polina Marinova Pompliano shares five key insights from her new book, <i>Hidden Genius: The secret ways of thinking that power the world’s most successful people</i>. Join Polina as she helps you unlock the genius within. Learn how manufacturing hardship leads to lasting mental toughness; how love is a skill that needs to be sharpened regularly; how to audit the information you put in your brain; the importance of tying your identity to your own name; and how your definition of success is personal and ever-changing.
</p><p>
Note: This audiobook summary was created by Next Big Idea Club. We are pleased to host this content in our library.",Course,2025-11-12 01:33 UTC,N/A,false,N/A,
Avoiding Phishing Scams,"It's easy to fall prey to phishing scams, even for the most tech-savvy computer user. In this short course, instructor Jess Stratton teaches you how to recognize the signs of a potential phishing scam, so that you can keep your computer safe from malicious attacks. Jess takes you through several phishing examples and explains how to look critically at the email you receive. She points out some of the most common scenarios used by hackers and other telltale signs of a phishing email and shows you how to protect your computer from email phishing scams.",Course,2025-10-02 18:13 UTC,N/A,false,N/A,
Learning Azure Durable Functions,"<p>If you’re already familiar with Azure Functions, you may be curious to learn more about Durable Functions. As an extension of Azure Functions, Durable Functions excel at long-running, stateful workflows that need to be done in a serverless computing environment. This is especially true when you need to define such a stateful workflow, as the Durable Functions extension manages a lot behind the scenes for you, allowing you to focus more intently on the code.</p><p>In this course, instructor Adrienne Tacke gives you an overview of what Durable Functions are, how they differ from Azure Functions, when to use Durable Functions, and common patterns and situations suitable for using Durable Functions like a pro. Get a breakdown of how Durable Functions work by exploring several real-world use cases of Durable Function patterns in actions, including function chaining, fan-out/fan-in, async HTTP APIs, monitors, human interactions, aggregators, and more.</p>",Course,2024-12-31 19:36 UTC,N/A,false,N/A,
Project Management with Microsoft Copilot,"Unlock the potential of Microsoft Copilot to streamline your project management tasks and boost efficiency. Taught by certified Project Management Professional and Microsoft MVP Cindy M. Lewis, this course is designed to equip project managers with skills to leverage Copilot seamlessly in daily workflows. Cindy provides practical, actionable tips for everything from generating clear project scope documents and effective communication plans to streamlining stakeholder reporting. Learn how to develop detailed project timelines, manage risks, and create compelling status reports. Harness the power of Copilot to stay on top of project discussions, identify data trends, and even get ideas to keep your team motivated and engaged.",Course,2025-09-02 11:11 UTC,N/A,false,N/A,
GDPR Compliance: Essential Training (2018),"The General Data Protection Regulation (GDPR) is a new privacy-related regulation in the EU that will become active and enforceable in May of 2018. GDPR requires US companies doing business in the EU to protect citizen privacy, and companies who do not comply will face heavy fines. This course is intended to outline who needs to do this, what they need to do, and how they need to do it. Learn about the scope of GDPR, the definition of a personal data breach, the rights of data subjects, incident response requirements under GDPR, and more.<br><br>

DISCLAIMER: Neither LinkedIn nor the instructor represents you, and they are not giving legal advice. The information conveyed through this course is not intended to give legal advice, but instead to communicate information to help viewers understand the basics of the topic presented. Certain concepts may not apply in all countries. The views (and legal interpretations) presented in this course do not necessarily represent the views of LinkedIn or Lynda.com.",Course,2018-05-10 13:52 UTC,N/A,false,N/A,
Leadership Mindsets,"Mindset has a huge performance impact—but leaders rarely stop to see how they can intentionally change their mindsets to get better results. Discover the transformative power your mindset can have on your leadership style and find out how you can identify, grow, and put new mindsets into work. Together with Stanford University, organizational psychologist Sesil Pir has studied how frames of reference impact relationships and outcomes and how successful leaders adapt their thought patterns to improve employee engagement, drive meaning across the organization, and promote life-long learning. This short course can help you leverage new findings to transform your own mindset and experience—and inspire new mindsets in others while driving innovation and sustainable business development results.",Course,2022-01-16 21:43 UTC,N/A,false,N/A,
Windows Server 2022: Implementing Group Policy,"Group Policy is the key to consistent and secure Windows account configuration. It's a major part of Active Directory. Learn how to configure and manage Group Policy in Windows Server 2022 with this course from Windows expert Ed Liberman. Ed covers processing for Group Policy objects, which determines the order in which policies are read and applied, including the default order and exceptions like block inheritance and forced links. He reviews critical settings that every IT admin needs to be able to configure, including administrative template files, folder redirection, and scripts. Then learn how to quickly troubleshoot Group Policy issues and configure passwords and account lockout policies. If you’re looking to gain a thorough understanding of Group Policy and its role in Windows Server administration, check out this course.",Course,2023-10-12 15:20 UTC,N/A,false,N/A,
IT Service Management: ISO20000,"Learn the core components of ISO/IEC 20000. ISO/IEC 20000 is the first international standard for IT service management developed by the International Organization for Standardization (ISO) and International Electrotechnical Commission (IEC). Suzanne Van Hove introduces the core concepts of IT service management, explores critical terms, examines the service-delivery processes, and takes a look at relationship, resolution, and control processes.",Course,N/A,N/A,true,N/A,
Delivering an Authentic Elevator Pitch,"Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2022-11-18 16:28 UTC,2022-11-18 16:27 UTC,true,N/A,
"Driving Organizational Accountability for Diversity, Equity, Inclusion and Belonging","Does your company have a diversity, equity, inclusion, and belonging (DEIB) initiative in place? While you may have taken many actions—conducting trainings, setting goals, increasing diverse demographics—these are just the start of the journey if you’re serious about embedding DEIB throughout your corporate ecosystem. In this course, Dr. Tana M. Session teaches leaders how to leverage data and metrics to help drive DEIB ROI in organizations. She explains how to identify and evaluate specific metrics to validate DEIB effectiveness, and ways to overcome roadblocks to collecting data and making real change. Tana covers ways you can establish core data and metrics to affect your organization's talent strategy, translate employee feedback into goals and metrics, and how you can best manage expectations around organizational change. And, as successful DEIB appears and feels different in every organization, learn how to customize DEIB metrics to match your growth needs and workforce strategy.",Course,2025-09-04 20:46 UTC,N/A,false,N/A,
Wireshark: Network Troubleshooting,"Learn how to analyze network problems with Wireshark, a free, open-source packet analysis tool used by network administrators around the world. In this course, Lisa Bock demonstrates how to get the most out of Wireshark, so that you can better evaluate your network and keep traffic moving.  You can discover how to use time as a metric for visualizing delays. In addition, you can get an introduction to some of the most helpful tools within Wireshark, such as TCP, I/O, and flow graphs. Finally, learn how to visualize transmission errors and recognize common attack signatures.",Course,2022-09-09 11:50 UTC,N/A,false,N/A,
Nano Tips to Speak Up in Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, behavioral strategist and peak performance educator for Fortune 500s Shadé Zahrai teaches you quick tips for speaking up in meetings and making your voice heard. Learn how to avoid mistakes that harm your credibility and influence, speak up when you can’t find your turn, contribute value with strategic questions, claim back credit for overlooked suggestions, and more.",Course,2024-01-01 23:30 UTC,N/A,false,N/A,
Running Kubernetes on AWS (EKS) (2021),"Kubernetes fans rejoice. You can now use this popular container orchestration tool with Amazon Web Services (AWS) to deploy enterprise-scale Kubernetes clusters—without the headaches of managing multiple masters. This course teaches you the ins and outs of Amazon Elastic Container Service for Kubernetes (Amazon EKS), including understanding the deployment model and creating the needed Identity and Access Management (IAM) roles and policies. Instructor Robert Stormer also shows how to deploy and scale EKS workers to meet your needs, and integrate storage and networking. Plus, find out how to manage user access with Amazon IAM and Kubernetes RBAC, and monitor your deployments and underlying resources. Along the way, Robert introduces useful Kubernetes extensions and add-ons that can be used in the AWS environment.",Course,2022-09-09 11:17 UTC,N/A,false,N/A,
LPIC-2 Linux Engineer (202-450): 6 System Security,"The LPIC-2 Linux Engineer (202-450) course is designed for IT Professionals who are seeking the LPIC-2 certification. This series of courses from ITProTV covers the skills required of any intermediate to advanced systems administrator who is tasked with supporting Linux in a production environment. This course, sixth in the series, focuses on system security. Learn how to build a router and configure port forwarding, with iptables, and review how to use iptables as a firewall. Explore building a FTP server with vsftpd and Pure-FTPd. Find out how to restrict access to SSH and enable certificate authentication in SSH. Go over how to use Fail2ban to block brute force attacks and scan for open ports with Nmap. Plus, dive into building a VPN server with OpenVPN and configuring an OpenVPN client.
 <br><br>
Note: This course was created by ITProTV. We are pleased to host this training in our library.",Course,2023-03-09 15:02 UTC,N/A,false,N/A,
Cybersecurity Awareness: Cloud Security (2022),"Developing a solid understanding of how the cloud works is essential for securing and managing it. Whether you’re at work, at home, or traveling, you need to be aware of everyday cybersecurity to get the most out of your experience of the web. Join instructor Dominique West as she shows you what you can do to protect your data, digital identity, and overall security on the cloud. Learn about the various ways enterprise cloud security can impact everyday life, developing an awareness of common attack types and prevention strategies to protect your privacy. Find out more about protecting data while you’re at home, at work, and on the go, from choosing a provider to securing your home network and browsing the web safely on your mobile device. Upon completing this course, you’ll know more about how to apply best practices for cloud security.",Course,2025-04-20 04:54 UTC,N/A,false,N/A,
PowerShell for Security Professionals,"<p>Unlock the power of Microsoft PowerShell! Learn how to apply PowerShell from multiple perspectives, including how to locate and run cmdlets, understand basic scripts, and perform key functions with built-in tools. This course, designed by industry-leading cybersecurity professional development platform Cybrary, covers the fundamentals of PowerShell for intermediate-level cybersecurity professionals. Explore how PowerShell can be used to improve the automation of tasks across large organizational networks, from writing and using scripts to managing security and integrating APIs, virtual notebooks, and more. Along the way, you’ll also get a chance to review some of the most commonly used PowerShell-related interview questions and additional online resources for continued learning.</p><p>Note: This course was created by Cybrary. We are pleased to host this training in our library.</p>",Course,2025-01-29 18:39 UTC,N/A,false,N/A,
Dealing with Microaggression as an Employee,"In this course, Toni Lowe, a sought-after speaker and senior HR leader specializing in diversity, inclusion, equity, and belonging, teaches you how to identify and address everyday, subtle, intentional and unintentional actions or behaviors that perpetuate bias toward marginalized groups in the workplace. Toni defines microaggression and identifies the three distinct types of microaggressions: microassaults, microinsults, and microinvalidations. While the word ""micro"" means ""small,"" each instance of microaggression has a big impact on the employee experience, physical health, and psychological well-being. Toni provides actionable steps you can take to create safe spaces in the workplace for coping and developing a support system. She discusses how to effectively address past behaviors directly with the offender or through a third party, then walks you through how to deal with microaggressions in real time. Toni concludes with her three-step framework for dealing with microaggression.",Course,2022-12-21 13:54 UTC,N/A,false,N/A,
Nano Tips to Boost Psychological Safety in Your Workplace with Sam Yankelevitch,"Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, Sam Yankelevitch offers applicable strategies to foster psychological safety, strengthen communication, and enhance problem-solving in professional settings. Explore frameworks like commitment conversations, Kaizen, and Horenso to encourage trust, accountability, and open dialogue. By applying solution-focused thinking, and embracing servant leadership, you can create more supportive and effective workplace interactions.",Course,2026-01-04 23:26 UTC,N/A,false,N/A,
Introduction to 6G,"6G networking promises to enable high-speed, low-latency, and efficient communication that surpasses any fifth-generation network. In this course, instructor Ryan Hu provides a structured overview of the emerging 6G wireless communication technology, outlining 6G’s key capabilities, standardization, enabling technologies, and potential applications. Explore the basics of topics such as ubiquitous connectivity, native AI support, sustainability, enhanced security and resilience, integrated sensing and communication, and spectrum considerations. By the end of this course, you’ll be prepared to take advantage of the opportunities of 6G development and deployment.",Course,2025-02-27 21:36 UTC,N/A,false,N/A,
Agile Foundations,"<p>Teams that embrace an agile mindset are often better able to respond to customer feedback and shifting business needs—and have a bit more fun in the process. Interested in bringing the principles of agile to your team? This course can help. Join Doug Rose as he steps through the fundamental concepts you need to know to start thinking like an agile team. Doug goes over the values and principles covered in the agile manifesto, as well as how to enhance communication with user stories and cross-functional teams. Discover how to respond to change the agile way, explore popular agile frameworks, and learn about the common roles on an agile team. Along the way, Doug provides you with some exercises that can help boost your team's agility and productivity.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/atlassian-agile-project-management-professional-certificate"" >Professional Certificate</a> from Atlassian.</p>",Course,2025-03-13 00:23 UTC,2025-02-24 20:47 UTC,false,N/A,
Reorganize and Transition Your Team for Change,"The act of reorganizing teams in times of change is a common occurrence. Unfortunately, many of these efforts are unfocused and poorly thought through, contributing heavily to the fact that 70-80% of all change initiatives fail. Change isn't easy, it disrupts teams and so much more, so leaders must bring organization and a plan for transitioning teams through it all. In this course, Scott Mautz lays out a blueprint for guiding team reorganization efforts that refocus, reenergize, and achieve real results.<br><br>Scott shows how to set the path for the reorganization with an exciting and purposeful mission and intentional organizational assessment. He covers the specifics of how to go about reorganizing your team in a detailed manner and how, what, and why to communicate along the way. Through this course, discover how to refocus your team on what matters in ways that create commitment and accountability.",Course,2025-10-30 18:05 UTC,N/A,true,N/A,
IT Service Management Foundations: Tools (2021),"You understand ITSM and ITIL, but how do you make it standard operating procedure at your company? Instructor Jim Kerrigan teaches you about the top ITSM tools available and what to keep in mind when choosing and implementing them. First, Jim goes over which tools and considerations are covered in this course. He discusses which of the selected tools have notable features of accessibility. Knowing who changed what when is the basis of auditability, and Jim talks about which tools excel here. He explains which tools are most efficient. He shows you which tools have the best out-of-the-box functionality, then does the same for measurability. Jim describes which tools handle permission schemes well. He goes into which tools do best with out-of-the-box and custom reports. He discusses which tools preserve your configuration/customization work during upgrades. In conclusion, Jim covers where you can get more information on the tools surveyed in this course.",Course,2023-01-15 17:27 UTC,N/A,false,N/A,
Cisco CCNP Enterprise: ENCOR v1.1 (350-401) Cert Prep,"Implementing Cisco Enterprise Network Core Technologies (350-401 ENCOR) v1.1 is a 120-minute professional level exam associated with the CCNP and CCIE Enterprise Certifications. The 350-401 ENCOR exam measures your ability to configure, troubleshoot, manage, and implement enterprise Cisco technologies, including dual stack (IPv4 and IPv6) architecture, virtualization, infrastructure, network management, network security, and network automation. An ideal fit for enterprise networking professionals, this course covers objectives from each domain so you're prepared to perform real-world tasks and pass the 350-401 ENCOR exam.",Course,2025-09-28 01:44 UTC,N/A,false,N/A,
Coaching New Hires,"Welcoming a new team member can involve excitement and nerves—on both sides. This course helps managers find ways to help new team members acclimate to their new responsibilities, workplace, culture, technology, and more. Learn how to align their new role with existing strengths and vision for success. Explore how to map their first 90 days and the next year of growth and impact. Discover how to guide your employee in finding the right new skills, people, and projects to aid their learning. Learn about small, calculated risks and stretch projects that your new hire can take on. Find out how to start your new team member on safe-to-try projects where they can build confidence while making an immediate impact. Get tips on how to establish a cadence for quarterly check-ins and informal conversations with your team members. In conclusion, find out how to adopt three new strategies for empowering and connecting with your team members.",Course,2022-10-25 17:53 UTC,N/A,false,N/A,
The AI-Driven Project Manager: 10X Your Productivity with Generative AI,"Learn how to uplevel your projects and streamline your work with ChatGPT. In this course, senior program manager and founder of Path to PM Jean Kang shares proven tips to help you automate and speed up common project management tasks. Learn how to use ChatGPT to build a project plan, based on factors such as resource availability and project timelines. Discover how to leverage ChatGPT for risk and change management to quickly identify potential issues and take action before they threaten project outcomes. Explore ways to use ChatGPT to craft stakeholder communication tailored to each individual, taking into account their preferences and communication style. Finally, Jean delves into using ChatGPT for project tracking and reporting, so that you can stay on top of project progress and make data-driven decisions.",Course,2025-07-27 03:37 UTC,N/A,false,N/A,
Creating Maps with R,"If you need to learn more about creating maps with R, this beginner-friendly course introduces an end-to-end mapping workflow and shows you how to import your data directly from Excel to create both static and interactive maps. Instructor Charlie Joey Hadley explains mapping fundamentals, like geo markers, scatter plots, hexbin maps, cartograms, and more. Charlie walks you through processing GIS data from Excel and working with GIS data formats such as raster, vector, sf, and sp. She demonstrates how to create, label, and transform static maps with ggplot2, then dives into building interactive, mobile-ready maps using Leaflet, an HTML widget package for creating interactive maps with R. Plus, Charlie covers base maps and tiles, projections, the Coordinate Reference System (CRS), and more.",Course,2024-11-29 19:21 UTC,N/A,false,N/A,
Practice Exam 1 for Cisco Certified Network  Associate (CCNA) v1.1 (200-301),"<p>This practice exam is intended to help you prepare for the <b>Cisco Certified Network Associate (CCNA) v1.1</b> certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p>

<p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>

<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-cisco-certified-network-associate-ccna-200-301"" target=""_blank""> Practice Exam 2 for Cisco Certified Network Associate (CCNA)(200-301)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-cisco-certified-network-associate-ccna-200-301"" target=""_blank""> Practice Exam 3 for Cisco Certified Network Associate (CCNA)(200-301)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-4-for-cisco-certified-network-associate-ccna-200-301"" target=""_blank""> Practice Exam 4 for Cisco Certified Network Associate (CCNA)(200-301)</a></li>
</ul>

<p><b>About the certification</b>: To learn more about this certification, visit <a href=""https://www.cisco.com/c/en/us/training-events/training-certifications/certifications/associate/ccna.html"" target=""_blank""><b>Cisco Certified Network Associate (CCNA)</b></a>.</p>

<p>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</p>",Course,2025-09-09 14:46 UTC,N/A,false,N/A,
How to Speak Up Against Racism at Work,"Regardless of role or level, employees often want to speak up against offensive/racist comments or questionable practices, but they don't know how to do it. In this course, Dana Brownlee, an expert in communication effectiveness and facilitation, shares specific techniques and practices that anyone can use to address these uncomfortable situations with clarity, focus, and impact.",Course,2021-11-11 20:55 UTC,N/A,false,N/A,
Configuring Cisco Catalyst SD-WAN,"This course offers a comprehensive exploration of crucial topics necessary for setting up and managing Cisco Catalyst SD-WAN environments. Throughout the course, Instructor Arash Deljoo guides you through key concepts such as adding Cisco Catalyst SD-WAN images to EVE-NG, configuring domain controllers and CA servers, and implementing vBond, vManage, and vSmart bootstrap configurations. Gain valuable insights into feature and device template configurations, network segmentation, service-side routing protocols, and TLOC colors with restrict options. Additionally, Arash covers essential aspects including hub-and-spoke and branch-to-branch-through-DC connections, optimizing traffic engineering with policies and device templates, and designing regional mesh networks for seamless communication. Enroll now to benefit from Arash's expertise and elevate your skills in Cisco Catalyst SD-WAN configuration.",Course,2026-05-16 11:39 UTC,N/A,false,N/A,
The New AI Tech Stack: AI Literacy for Tech Leaders,"This course acts as a comprehensive resource designed to equip tech professionals with a deep understanding of the AI technology landscape and how the AI tech stack works. This course provides a practical and structured approach to mastering AI concepts, technologies, and implementation strategies, enabling you to effectively lead and manage AI initiatives within your organization. Through a combination of proven knowledge and real-world case studies, gain the skills and confidence to navigate the rapidly evolving AI ecosystem.",Course,2026-01-14 00:12 UTC,N/A,false,N/A,
Complete Guide to Microsoft 365 for Administrators by Microsoft Press,"<p>Unlock the full potential of Microsoft 365 with this comprehensive, hands-on course designed for IT professionals and support staff. Whether you’re new to Microsoft 365 administration or looking to deepen your expertise, this course provides everything you need to plan, provision, manage, and troubleshoot your organization’s Microsoft 365 environment. Led by Andrew Warren, a Microsoft Certified Trainer and experienced author, this course blends practical tutorials with real-world scenarios and equips you to administer Microsoft 365 and support your organization’s productivity and security needs. </p>

<p>This course is ideal for IT support staff, administrators, and anyone preparing for advanced Microsoft 365 certifications. </p>

<p>This course was created by Microsoft Press. We are pleased to host this training in our library.</p>",Course,2026-04-23 23:16 UTC,N/A,false,N/A,
Building in Microsoft Copilot Studio,"<p>Microsoft Copilot Studio is a low-code, easy-to-use platform that lets you quickly create and publish AI-powered agents based on your own unique business needs. In this course, instructor Bryan Li shows you how to get started.</p><p>Explore the rise of generative AI, the core concepts of Copilot Studio, and why it can be leveraged so effectively to improve your workflow. Bryan shows you how to build and deploy an AI agent, create generative answers with a variety of data sources, control conversation flow for business topics, and publish your agent on multiple channels, monitoring its performance for improvement as you go. By the end of this course, you’ll be prepared to leverage the powerful functionalities of Microsoft Copilot Studio to drive innovation and business growth.</p>",Course,2025-08-15 14:51 UTC,N/A,false,N/A,
ServiceNow: Basic Administration (2020),"The ServiceNow platform can help IT teams boost customer satisfaction, decrease manual errors, and generally work smarter by leveraging the power of machine learning. Interested in learning how to use ServiceNow to build and manage workflows in your organization? In this course, instructor Shane Chagpar helps you get started by stepping through the fundamentals of administering the popular platform. Shane details how to configure and manage key applications, including the Service Catalog and the Configuration Management Database (CMDB). Plus, he explores how to best approach automation, access control rules, scripting, working with a knowledge base, and more.",Course,N/A,N/A,true,N/A,
Collaboration Principles and Process (2018),"Collaboration can be difficult. As a word alone, collaboration seems abstract, conjuring up images of people always being together. On top of this, collaboration involves the complexities of human beings. Encouraging people to work together towards a shared mission may not be successful if you don't convey or provide an incentive. In this course, Prakash Raman dismisses the premise that collaboration is fixed, explaining that there is a wide spectrum of what teamwork and partnerships can look like, so you can begin to learn and experience the benefits of collaboration. First, he describes how to overcome common challenges. Next, he outlines ten principles, providing a checklist that helps you to diagnose why your team may not be collaborating. Then, he reveals how you can systematically address the gap. Lastly, he shares how to operationalize collaboration through more effective meetings that are aimed at achieving the mission of your project or organization.",Course,2025-04-27 19:00 UTC,N/A,false,N/A,
